Year,Series,øki,kyn,aldur,Units,Value
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,6.2
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.9
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,4.3
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.6
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,4.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.6
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,,%,3.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,8.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,7.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,9.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,7.6
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,7.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,5.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,8.9
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,4.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,6.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,6.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,7.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,6.3
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,7.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,5.0
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,4.3
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 0 - 17,%,7.1
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,5.4
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,0.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,2.9
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,9.8
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,4.5
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,8.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,7.2
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,6.0
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,6.9
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,6.7
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,3.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,4.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,3.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,4.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,1.9
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 18 - 24,%,1.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,6.2
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,4.5
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,5.5
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,5.3
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,5.1
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,2.8
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,7.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,4.0
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,3.5
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,4.3
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,3.4
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,2.8
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,4.6
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,4.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,3.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 25 - 54,%,3.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,8.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,4.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,6.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,7.0
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,5.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,7.6
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,6.4
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,5.1
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,3.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,2.2
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,2.7
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,2.2
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,3.8
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,4.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,6.8
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 55 - 66,%,3.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,3.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,2.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,2.7
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,0.9
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,1.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,2.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,1.6
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,0.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,0.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,2.5
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,0.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,1.8
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,0.7
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,0.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,1.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,,Aldur 67 + ,%,1.4
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,6.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.9
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,5.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,5.5
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,6.3
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,3.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.2
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.2
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,4.5
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,5.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,3.6
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,3.9
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,,%,3.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,8.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,7.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,9.5
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,6.9
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,9.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,7.0
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,10.1
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,6.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,6.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,6.7
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,8.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,8.8
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,9.9
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,4.9
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,4.9
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 0 - 17,%,6.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,8.3
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,0.0
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,3.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,13.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,6.7
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,12.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,8.1
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,5.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,8.9
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,3.9
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,3.9
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,4.3
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,5.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,4.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,2.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 18 - 24,%,1.9
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,5.8
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,3.5
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,5.6
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,5.3
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,5.5
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,3.8
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,7.8
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,3.4
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,3.6
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,4.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,4.6
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,4.6
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,5.7
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,5.1
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,4.3
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 25 - 54,%,3.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,5.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,4.2
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,1.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,3.9
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,1.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,3.0
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,4.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,2.1
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,2.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,2.0
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,3.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,2.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,4.3
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,4.0
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Sandoyar øki,Kvinnur,Aldur 55 - 66,%,6.5
